Rank   ,Player                      ,P    ,W    ,D    ,L    ,  %      ,Teams
10748. ,Vin Bourke                  ,1    ,0    ,0    ,1    ,0.00     ,NM
10749. ,Don Douglas                 ,1    ,0    ,0    ,1    ,0.00     ,HW
10750. ,Colin Dodd                  ,1    ,0    ,0    ,1    ,0.00     ,FI
10751. ,Graham Thompson             ,1    ,0    ,0    ,1    ,0.00     ,WB
10752. ,Gordon Andrews              ,1    ,0    ,0    ,1    ,0.00     ,RI
10753. ,Alex Cuthbertson            ,1    ,0    ,0    ,1    ,0.00     ,SK
10754. ,Fred Cole                   ,1    ,0    ,0    ,1    ,0.00     ,SK
10755. ,Des Tobin                   ,1    ,0    ,0    ,1    ,0.00     ,NM
10756. ,Jeff Harris                 ,1    ,0    ,0    ,1    ,0.00     ,HW
10757. ,Frank McDowell              ,1    ,0    ,0    ,1    ,0.00     ,WB
10758. ,Jack Suttie                 ,1    ,0    ,0    ,1    ,0.00     ,SK
10759. ,Alan Osborne                ,1    ,0    ,0    ,1    ,0.00     ,SK
10760. ,Keith Goullet               ,1    ,0    ,0    ,1    ,0.00     ,NM
10761. ,Ron Rhodes                  ,1    ,0    ,0    ,1    ,0.00     ,CA
10762. ,Lindsay Ellis               ,1    ,0    ,0    ,1    ,0.00     ,WB
10763. ,Chris Hemley                ,1    ,0    ,0    ,1    ,0.00     ,SK
10764. ,Cliff Eade                  ,1    ,0    ,0    ,1    ,0.00     ,RI
10765. ,Bruce Cummins               ,1    ,0    ,0    ,1    ,0.00     ,SK
10766. ,Graham Walker               ,1    ,0    ,0    ,1    ,0.00     ,NM
10767. ,Jack Hosking                ,1    ,0    ,0    ,1    ,0.00     ,CA
10768. ,John Ford                   ,1    ,0    ,0    ,1    ,0.00     ,FI
10769. ,Gerry Walsh                 ,1    ,0    ,0    ,1    ,0.00     ,RI
10770. ,Kevin Gleeson               ,1    ,0    ,0    ,1    ,0.00     ,RI
10771. ,Kevin Bond                  ,1    ,0    ,0    ,1    ,0.00     ,HW
10772. ,Brian Paine                 ,1    ,0    ,0    ,1    ,0.00     ,ES
10773. ,Dean Matthews               ,1    ,0    ,0    ,1    ,0.00     ,SK
10774. ,Kevin Corcoran              ,1    ,0    ,0    ,1    ,0.00     ,NM
10775. ,Harry Paynter               ,1    ,0    ,0    ,1    ,0.00     ,CW
10776. ,Noel Rohleder               ,1    ,0    ,0    ,1    ,0.00     ,SY
10777. ,Reg Goodes                  ,1    ,0    ,0    ,1    ,0.00     ,SY
10778. ,Urban Duniam                ,1    ,0    ,0    ,1    ,0.00     ,SY
10779. ,Ron Pocock                  ,1    ,0    ,0    ,1    ,0.00     ,WB
10780. ,Bill Davies                 ,1    ,0    ,0    ,1    ,0.00     ,WB
10781. ,Max Hood                    ,1    ,0    ,0    ,1    ,0.00     ,RI
10782. ,Reg Meese                   ,1    ,0    ,0    ,1    ,0.00     ,CW
10783. ,Neil OReilly                ,1    ,0    ,0    ,1    ,0.00     ,FI
10784. ,Ern Parker                  ,1    ,0    ,0    ,1    ,0.00     ,SY
10785. ,Brian Williamson            ,1    ,0    ,0    ,1    ,0.00     ,NM
10786. ,Rob McEwen                  ,1    ,0    ,0    ,1    ,0.00     ,NM
10787. ,Laurie Yates                ,1    ,0    ,0    ,1    ,0.00     ,CW
10788. ,Len Harris                  ,1    ,0    ,0    ,1    ,0.00     ,CA
10789. ,Bob Neate                   ,1    ,0    ,0    ,1    ,0.00     ,HW
10790. ,Nick Jewell                 ,1    ,0    ,0    ,1    ,0.00     ,RI
10791. ,Daniel Donati               ,1    ,0    ,0    ,1    ,0.00     ,RI
10792. ,Ray Jones                   ,1    ,0    ,0    ,1    ,0.00     ,SY
10793. ,Bill Roach                  ,1    ,0    ,0    ,1    ,0.00     ,RI
10794. ,Billy Winward               ,1    ,0    ,0    ,1    ,0.00     ,SK
10795. ,Frank Steane                ,1    ,0    ,0    ,1    ,0.00     ,NM
10796. ,Jack Norris                 ,1    ,0    ,0    ,1    ,0.00     ,NM
10797. ,Ron Moran                   ,1    ,0    ,0    ,1    ,0.00     ,NM
10798. ,Jim Kirby                   ,1    ,0    ,0    ,1    ,0.00     ,NM
10799. ,Laurie Gallagher            ,1    ,0    ,0    ,1    ,0.00     ,CW
10800. ,Ray Whelan                  ,1    ,0    ,0    ,1    ,0.00     ,HW
10801. ,Ed White                    ,1    ,0    ,0    ,1    ,0.00     ,FI
10802. ,Harold McDonald             ,1    ,0    ,0    ,1    ,0.00     ,CA
10803. ,Alvan Whittle               ,1    ,0    ,0    ,1    ,0.00     ,HW
10804. ,Bob Harland                 ,1    ,0    ,0    ,1    ,0.00     ,HW
10805. ,Vic Atkinson                ,1    ,0    ,0    ,1    ,0.00     ,HW
10806. ,Vin Lidgerwood              ,1    ,0    ,0    ,1    ,0.00     ,GE
10807. ,Jack Indian                 ,1    ,0    ,0    ,1    ,0.00     ,SK
10808. ,Jim Ryan                    ,1    ,0    ,0    ,1    ,0.00     ,ME
10809. ,Bryan Crimmins              ,1    ,0    ,0    ,1    ,0.00     ,ME
10810. ,Allan Wilson                ,1    ,0    ,0    ,1    ,0.00     ,NM
10811. ,Merv Harvey                 ,1    ,0    ,0    ,1    ,0.00     ,CW
10812. ,Ted Tomkins                 ,1    ,0    ,0    ,1    ,0.00     ,FI
10813. ,Fred Patterson              ,1    ,0    ,0    ,1    ,0.00     ,SY
10814. ,Mel Brown                   ,1    ,0    ,0    ,1    ,0.00     ,SY
10815. ,Jack Giles                  ,1    ,0    ,0    ,1    ,0.00     ,RI
10816. ,Jack Gravell                ,1    ,0    ,0    ,1    ,0.00     ,SK
10817. ,Ernie Hart                  ,1    ,0    ,0    ,1    ,0.00     ,ME
10818. ,Ron Dean                    ,1    ,0    ,0    ,1    ,0.00     ,CW
10819. ,Wilf Atkinson               ,1    ,0    ,0    ,1    ,0.00     ,CA
10820. ,Alex Nash                   ,1    ,0    ,0    ,1    ,0.00     ,HW
10821. ,Jim Logan                   ,1    ,0    ,0    ,1    ,0.00     ,HW
10822. ,Frank Curran                ,1    ,0    ,0    ,1    ,0.00     ,HW
10823. ,Reg Hammond                 ,1    ,0    ,0    ,1    ,0.00     ,FI
10824. ,Laurie Tetley               ,1    ,0    ,0    ,1    ,0.00     ,SY
10825. ,Eric Ward                   ,1    ,0    ,0    ,1    ,0.00     ,SK
10826. ,Steven Brosnan              ,1    ,0    ,0    ,1    ,0.00     ,PA
10827. ,Pat Cunningham              ,1    ,0    ,0    ,1    ,0.00     ,SK
10828. ,Jim McDonald                ,1    ,0    ,0    ,1    ,0.00     ,ME
10829. ,Charlie Peterson            ,1    ,0    ,0    ,1    ,0.00     ,NM
10830. ,Arch Hamilton               ,1    ,0    ,0    ,1    ,0.00     ,NM
10831. ,Bill Jones                  ,1    ,0    ,0    ,1    ,0.00     ,FI
10832. ,Ian Palmer                  ,1    ,0    ,0    ,1    ,0.00     ,SY
10833. ,Alby Oatway                 ,1    ,0    ,0    ,1    ,0.00     ,SK
10834. ,Mark Conway                 ,1    ,0    ,0    ,1    ,0.00     ,PA
10835. ,Lloyd Robinson              ,1    ,0    ,0    ,1    ,0.00     ,WB
10836. ,Keith McNaughton            ,1    ,0    ,0    ,1    ,0.00     ,SY
10837. ,Jack Kenny                  ,1    ,0    ,0    ,1    ,0.00     ,NM
10838. ,Trevor Jones                ,1    ,0    ,0    ,1    ,0.00     ,NM
10839. ,George Barker               ,1    ,0    ,0    ,1    ,0.00     ,HW
10840. ,Mick Keighery               ,1    ,0    ,0    ,1    ,0.00     ,FI
10841. ,Derek Symonds               ,1    ,0    ,0    ,1    ,0.00     ,ME
10842. ,Morton Wright               ,1    ,0    ,0    ,1    ,0.00     ,HW
10843. ,Will Taylor                 ,1    ,0    ,0    ,1    ,0.00     ,HW
10844. ,Joe Lyons                   ,1    ,0    ,0    ,1    ,0.00     ,HW
10845. ,Jack Wegner                 ,1    ,0    ,0    ,1    ,0.00     ,FI
10846. ,Jack Norman                 ,1    ,0    ,0    ,1    ,0.00     ,FI
10847. ,Arthur Timms                ,1    ,0    ,0    ,1    ,0.00     ,SY
10848. ,Perc Horner                 ,1    ,0    ,0    ,1    ,0.00     ,SY
10849. ,Les Dunn                    ,1    ,0    ,0    ,1    ,0.00     ,SY
10850. ,Frank Cook                  ,1    ,0    ,0    ,1    ,0.00     ,SY
10851. ,Jack Burgmann               ,1    ,0    ,0    ,1    ,0.00     ,RI
10852. ,Bill Jory                   ,1    ,0    ,0    ,1    ,0.00     ,NM
10853. ,Mark Hilton                 ,1    ,0    ,0    ,1    ,0.00     ,NM
10854. ,Max Wheeler                 ,1    ,0    ,0    ,1    ,0.00     ,HW
10855. ,Allen Nilan                 ,1    ,0    ,0    ,1    ,0.00     ,FI
10856. ,Tom Butherway               ,1    ,0    ,0    ,1    ,0.00     ,FI
10857. ,Cyril Cooper                ,1    ,0    ,0    ,1    ,0.00     ,WB
10858. ,Doug Munro                  ,1    ,0    ,0    ,1    ,0.00     ,ES
10859. ,Cliff Hough                 ,1    ,0    ,0    ,1    ,0.00     ,NM
10860. ,Bruce Gregory               ,1    ,0    ,0    ,1    ,0.00     ,NM
10861. ,Wal Johnson                 ,1    ,0    ,0    ,1    ,0.00     ,WB
10862. ,Eric Coutts                 ,1    ,0    ,0    ,1    ,0.00     ,ES
10863. ,Charlie Guyer               ,1    ,0    ,0    ,1    ,0.00     ,SK
10864. ,Garmah Jones                ,1    ,0    ,0    ,1    ,0.00     ,NM
10865. ,Ralph Duff                  ,1    ,0    ,0    ,1    ,0.00     ,HW
10866. ,Jack Aitchison              ,1    ,0    ,0    ,1    ,0.00     ,HW
10867. ,Bill Borwick                ,1    ,0    ,0    ,1    ,0.00     ,GE
10868. ,Jim Allen                   ,1    ,0    ,0    ,1    ,0.00     ,GE
10869. ,Keith McPhee                ,1    ,0    ,0    ,1    ,0.00     ,FI
10870. ,Ted Griffin                 ,1    ,0    ,0    ,1    ,0.00     ,FI
10871. ,Jack Keane                  ,1    ,0    ,0    ,1    ,0.00     ,WB
10872. ,George Prismall             ,1    ,0    ,0    ,1    ,0.00     ,ES
10873. ,Des Rowan                   ,1    ,0    ,0    ,1    ,0.00     ,NM
10874. ,Jack Parker                 ,1    ,0    ,0    ,1    ,0.00     ,NM
10875. ,Mick Maroney                ,1    ,0    ,0    ,1    ,0.00     ,NM
10876. ,Merv Wickham                ,1    ,0    ,0    ,1    ,0.00     ,HW
10877. ,Harold Turner               ,1    ,0    ,0    ,1    ,0.00     ,HW
10878. ,Fred De Abel                ,1    ,0    ,0    ,1    ,0.00     ,HW
10879. ,David Wilkie                ,1    ,0    ,0    ,1    ,0.00     ,ES
10880. ,Colin Braid                 ,1    ,0    ,0    ,1    ,0.00     ,ES
10881. ,Geoff Weber                 ,1    ,0    ,0    ,1    ,0.00     ,SK
10882. ,Horrie Stevens              ,1    ,0    ,0    ,1    ,0.00     ,NM
10883. ,Tom Sleightholm             ,1    ,0    ,0    ,1    ,0.00     ,NM
10884. ,Larry Cordner               ,1    ,0    ,0    ,1    ,0.00     ,HW
10885. ,Bob Gislingham              ,1    ,0    ,0    ,1    ,0.00     ,RI
10886. ,Eric Needham                ,1    ,0    ,0    ,1    ,0.00     ,SK
10887. ,Bert Wintle                 ,1    ,0    ,0    ,1    ,0.00     ,NM
10888. ,Geoff Fox                   ,1    ,0    ,0    ,1    ,0.00     ,NM
10889. ,Jim Bolwell                 ,1    ,0    ,0    ,1    ,0.00     ,NM
10890. ,Jim Williamson              ,1    ,0    ,0    ,1    ,0.00     ,CA
10891. ,Alec Morgan                 ,1    ,0    ,0    ,1    ,0.00     ,HW
10892. ,Frank Luckins               ,1    ,0    ,0    ,1    ,0.00     ,HW
10893. ,Joe McKinley                ,1    ,0    ,0    ,1    ,0.00     ,FI
10894. ,Phil Lane                   ,1    ,0    ,0    ,1    ,0.00     ,FI
10895. ,Mort Browne                 ,1    ,0    ,0    ,1    ,0.00     ,WB
10896. ,Les Whitfield               ,1    ,0    ,0    ,1    ,0.00     ,ES
10897. ,Joe Cosgriff                ,1    ,0    ,0    ,1    ,0.00     ,SY
10898. ,Ron Rutherford              ,1    ,0    ,0    ,1    ,0.00     ,ME
10899. ,Joe Hogan                   ,1    ,0    ,0    ,1    ,0.00     ,ME
10900. ,Dan Cunningham              ,1    ,0    ,0    ,1    ,0.00     ,ME
10901. ,Ern ORegan                  ,1    ,0    ,0    ,1    ,0.00     ,CA
10902. ,Rex Job                     ,1    ,0    ,0    ,1    ,0.00     ,CA
10903. ,Len Clarke                  ,1    ,0    ,0    ,1    ,0.00     ,CA
10904. ,Irvan Williams              ,1    ,0    ,0    ,1    ,0.00     ,HW
10905. ,Cliff Colling               ,1    ,0    ,0    ,1    ,0.00     ,HW
10906. ,Stan Jones                  ,1    ,0    ,0    ,1    ,0.00     ,FI
10907. ,Charlie Holmes              ,1    ,0    ,0    ,1    ,0.00     ,FI
10908. ,Tom Harrington              ,1    ,0    ,0    ,1    ,0.00     ,FI
10909. ,Gerry Hartigan              ,1    ,0    ,0    ,1    ,0.00     ,ES
10910. ,Cliff Coulson               ,1    ,0    ,0    ,1    ,0.00     ,ES
10911. ,Ken Reynolds                ,1    ,0    ,0    ,1    ,0.00     ,SY
10912. ,Gordon Lindsay              ,1    ,0    ,0    ,1    ,0.00     ,ME
10913. ,Jim Kennedy                 ,1    ,0    ,0    ,1    ,0.00     ,NM
10914. ,Artie Frecker               ,1    ,0    ,0    ,1    ,0.00     ,HW
10915. ,Ted Riches                  ,1    ,0    ,0    ,1    ,0.00     ,GE
10916. ,Frank Raymond               ,1    ,0    ,0    ,1    ,0.00     ,FI
10917. ,Lindsay Fricker             ,1    ,0    ,0    ,1    ,0.00     ,FI
10918. ,Ron James                   ,1    ,0    ,0    ,1    ,0.00     ,WB
10919. ,Cyril Harley                ,1    ,0    ,0    ,1    ,0.00     ,WB
10920. ,Harry Bollman               ,1    ,0    ,0    ,1    ,0.00     ,WB
10921. ,Lindsay Smail               ,1    ,0    ,0    ,1    ,0.00     ,ES
10922. ,Bill Griffith               ,1    ,0    ,0    ,1    ,0.00     ,RI
10923. ,Hope Collins                ,1    ,0    ,0    ,1    ,0.00     ,RI
10924. ,Victor Lucas                ,1    ,0    ,0    ,1    ,0.00     ,SK
10925. ,Geoff Frood                 ,1    ,0    ,0    ,1    ,0.00     ,ME
10926. ,Ray Clarke                  ,1    ,0    ,0    ,1    ,0.00     ,NM
10927. ,Paul Clarke                 ,1    ,0    ,0    ,1    ,0.00     ,NM
10928. ,Richard Williams            ,1    ,0    ,0    ,1    ,0.00     ,HW
10929. ,John OHalloran              ,1    ,0    ,0    ,1    ,0.00     ,HW
10930. ,Arthur Cockram              ,1    ,0    ,0    ,1    ,0.00     ,FI
10931. ,Alex Byrne                  ,1    ,0    ,0    ,1    ,0.00     ,FI
10932. ,George Thompson             ,1    ,0    ,0    ,1    ,0.00     ,WB
10933. ,Eric Fordham                ,1    ,0    ,0    ,1    ,0.00     ,WB
10934. ,Bill OConnor                ,1    ,0    ,0    ,1    ,0.00     ,SY
10935. ,Jim Forbes                  ,1    ,0    ,0    ,1    ,0.00     ,SY
10936. ,Bob Wilson                  ,1    ,0    ,0    ,1    ,0.00     ,RI
10937. ,Ed Terry                    ,1    ,0    ,0    ,1    ,0.00     ,SK
10938. ,Mick Comber                 ,1    ,0    ,0    ,1    ,0.00     ,ME
10939. ,Neal Thompson               ,1    ,0    ,0    ,1    ,0.00     ,NM
10940. ,Joe Bruce                   ,1    ,0    ,0    ,1    ,0.00     ,NM
10941. ,Frank Magrath               ,1    ,0    ,0    ,1    ,0.00     ,HW
10942. ,Fred Lester                 ,1    ,0    ,0    ,1    ,0.00     ,HW
10943. ,Gil Chandler                ,1    ,0    ,0    ,1    ,0.00     ,HW
10944. ,Joe Roach                   ,1    ,0    ,0    ,1    ,0.00     ,GE
10945. ,Arch Bell                   ,1    ,0    ,0    ,1    ,0.00     ,GE
10946. ,Charlie McKinley            ,1    ,0    ,0    ,1    ,0.00     ,FI
10947. ,Bill Mannion                ,1    ,0    ,0    ,1    ,0.00     ,SY
10948. ,Tom Kennedy                 ,1    ,0    ,0    ,1    ,0.00     ,CA
10949. ,Godfrey McRae               ,1    ,0    ,0    ,1    ,0.00     ,HW
10950. ,George Graham               ,1    ,0    ,0    ,1    ,0.00     ,HW
10951. ,John Hayes                  ,1    ,0    ,0    ,1    ,0.00     ,FI
10952. ,Mal James                   ,1    ,0    ,0    ,1    ,0.00     ,ES
10953. ,Jim Morton                  ,1    ,0    ,0    ,1    ,0.00     ,NM
10954. ,Alby Millard                ,1    ,0    ,0    ,1    ,0.00     ,HW
10955. ,Reg Knipe                   ,1    ,0    ,0    ,1    ,0.00     ,FI
10956. ,Rupe Hopkins                ,1    ,0    ,0    ,1    ,0.00     ,WB
10957. ,George Page                 ,1    ,0    ,0    ,1    ,0.00     ,ES
10958. ,Fred Ryder                  ,1    ,0    ,0    ,1    ,0.00     ,SY
10959. ,Harold Peacock              ,1    ,0    ,0    ,1    ,0.00     ,SK
10960. ,George Dunstan              ,1    ,0    ,0    ,1    ,0.00     ,SK
10961. ,Bruce Pie                   ,1    ,0    ,0    ,1    ,0.00     ,ME
10962. ,Jack Sanders                ,1    ,0    ,0    ,1    ,0.00     ,NM
10963. ,Billy Stone                 ,1    ,0    ,0    ,1    ,0.00     ,CA
10964. ,Gerald OHalloran            ,1    ,0    ,0    ,1    ,0.00     ,CA
10965. ,John Sutherland             ,1    ,0    ,0    ,1    ,0.00     ,WB
10966. ,Albert Daly                 ,1    ,0    ,0    ,1    ,0.00     ,SY
10967. ,Joe Plant                   ,1    ,0    ,0    ,1    ,0.00     ,RI
10968. ,Jack Culhane                ,1    ,0    ,0    ,1    ,0.00     ,RI
10969. ,Billy Pardon                ,1    ,0    ,0    ,1    ,0.00     ,CW
10970. ,Henry White                 ,1    ,0    ,0    ,1    ,0.00     ,SK
10971. ,Joe Henke                   ,1    ,0    ,0    ,1    ,0.00     ,SK
10972. ,Clyde Hill                  ,1    ,0    ,0    ,1    ,0.00     ,CA
10973. ,Roy Dick                    ,1    ,0    ,0    ,1    ,0.00     ,CA
10974. ,Ernie Watson                ,1    ,0    ,0    ,1    ,0.00     ,FI
10975. ,Bill Roberts                ,1    ,0    ,0    ,1    ,0.00     ,SY
10976. ,George Ross                 ,1    ,0    ,0    ,1    ,0.00     ,RI
10977. ,John McCormick              ,1    ,0    ,0    ,1    ,0.00     ,RI
10978. ,Arthur Kight                ,1    ,0    ,0    ,1    ,0.00     ,RI
10979. ,Charles Wall                ,1    ,0    ,0    ,1    ,0.00     ,CW
10980. ,Frank Plant                 ,1    ,0    ,0    ,1    ,0.00     ,CW
10981. ,Percy Chalmers              ,1    ,0    ,0    ,1    ,0.00     ,FI
10982. ,Don Templeton               ,1    ,0    ,0    ,1    ,0.00     ,SY
10983. ,Bob Stewart                 ,1    ,0    ,0    ,1    ,0.00     ,RI
10984. ,George Clark                ,1    ,0    ,0    ,1    ,0.00     ,RI
10985. ,John Corby                  ,1    ,0    ,0    ,1    ,0.00     ,ME
10986. ,Harry Lloyd                 ,1    ,0    ,0    ,1    ,0.00     ,CW
10987. ,Vic Buchanan                ,1    ,0    ,0    ,1    ,0.00     ,GE
10988. ,Harry Watson                ,1    ,0    ,0    ,1    ,0.00     ,FI
10989. ,John Mitchell               ,1    ,0    ,0    ,1    ,0.00     ,SY
10990. ,Harry Davenport             ,1    ,0    ,0    ,1    ,0.00     ,SY
10991. ,George OHehir               ,1    ,0    ,0    ,1    ,0.00     ,RI
10992. ,Eddie Hanley                ,1    ,0    ,0    ,1    ,0.00     ,RI
10993. ,Larry Polinelli             ,1    ,0    ,0    ,1    ,0.00     ,SK
10994. ,Les Wallace                 ,1    ,0    ,0    ,1    ,0.00     ,ME
10995. ,Fred Chanter                ,1    ,0    ,0    ,1    ,0.00     ,FI
10996. ,Percy Watson                ,1    ,0    ,0    ,1    ,0.00     ,ES
10997. ,Steve Stevens               ,1    ,0    ,0    ,1    ,0.00     ,SK
10998. ,Carl Schaefer               ,1    ,0    ,0    ,1    ,0.00     ,SK
10999. ,Frank Quinn                 ,1    ,0    ,0    ,1    ,0.00     ,SK
11000. ,Gordon Munro                ,1    ,0    ,0    ,1    ,0.00     ,SK
11001. ,Maurie McLeish              ,1    ,0    ,0    ,1    ,0.00     ,SK
11002. ,Frank Gleeson               ,1    ,0    ,0    ,1    ,0.00     ,SK
11003. ,Kevin Duffy                 ,1    ,0    ,0    ,1    ,0.00     ,SK
11004. ,Aubrey Neal                 ,1    ,0    ,0    ,1    ,0.00     ,ME
11005. ,Jim McLear                  ,1    ,0    ,0    ,1    ,0.00     ,ES
11006. ,Stan Anderson               ,1    ,0    ,0    ,1    ,0.00     ,ES
11007. ,Bill Griffiths              ,1    ,0    ,0    ,1    ,0.00     ,SK
11008. ,Les Nichols                 ,1    ,0    ,0    ,1    ,0.00     ,ME
11009. ,Gordon Landy                ,1    ,0    ,0    ,1    ,0.00     ,ME
11010. ,Jack Sheridan               ,1    ,0    ,0    ,1    ,0.00     ,GE
11011. ,Tommy Peterson              ,1    ,0    ,0    ,1    ,0.00     ,GE
11012. ,Bill Gliddon                ,1    ,0    ,0    ,1    ,0.00     ,GE
11013. ,Ern Everett                 ,1    ,0    ,0    ,1    ,0.00     ,GE
